Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"HCA","HCA HEALTHCARE INC","Health Care","Equity","493,587,638.44","0.13","493,587,638.44","1,981,643.00","249.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NSC","NORFOLK SOUTHERN CORP","Industrials","Equity","480,694,766.64","0.13","480,694,766.64","2,234,958.00","215.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WELL","WELLTOWER INC","Real Estate","Equity","480,579,926.40","0.13","480,579,926.40","5,448,752.00","88.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ECL","ECOLAB INC","Materials","Equity","471,110,592.94","0.13","471,110,592.94","2,497,538.00","188.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PCAR","PACCAR INC","Industrials","Equity","470,016,124.87","0.12","470,016,124.87","5,147,477.00","91.31","United States","NASDAQ","USD","1.00","USD","-"
"CTAS","CINTAS CORP","Industrials","Equity","467,621,785.68","0.12","467,621,785.68","851,646.00","549.08","United States","NASDAQ","USD","1.00","USD","-"
"AZO","AUTOZONE INC","Consumer Discretionary","Equity","464,341,672.83","0.12","464,341,672.83","178,833.00","2,596.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NEM","NEWMONT","Materials","Equity","457,860,865.14","0.12","457,860,865.14","11,338,803.00","40.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AIG","AMERICAN INTERNATIONAL GROUP INC","Financials","Equity","454,416,095.67","0.12","454,416,095.67","7,009,349.00","64.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SRE","SEMPRA","Utilities","Equity","451,986,819.80","0.12","451,986,819.80","6,195,844.00","72.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADSK","AUTODESK INC","Information Technology","Equity","449,958,791.10","0.12","449,958,791.10","2,104,086.00","213.85","United States","NASDAQ","USD","1.00","USD","-"
"MCHP","MICROCHIP TECHNOLOGY INC","Information Technology","Equity","444,732,471.72","0.12","444,732,471.72","5,359,514.00","82.98","United States","NASDAQ","USD","1.00","USD","-"
"DXCM","DEXCOM INC","Health Care","Equity","443,661,097.02","0.12","443,661,097.02","3,818,739.00","116.18","United States","NASDAQ","USD","1.00","USD","-"
"WMB","WILLIAMS INC","Energy","Equity","436,433,389.48","0.12","436,433,389.48","11,976,767.00","36.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AFL","AFLAC INC","Financials","Equity","434,466,205.92","0.12","434,466,205.92","5,322,384.00","81.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","433,328,014.40","0.11","433,328,014.40","3,353,932.00","129.20","United States","NASDAQ","USD","1.00","USD","-"
"VLO","VALERO ENERGY CORP","Energy","Equity","431,428,269.36","0.11","431,428,269.36","3,477,017.00","124.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CARR","CARRIER GLOBAL CORP","Industrials","Equity","430,588,348.19","0.11","430,588,348.19","8,247,239.00","52.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CPRT","COPART INC","Industrials","Equity","429,644,504.34","0.11","429,644,504.34","8,555,247.00","50.22","United States","NASDAQ","USD","1.00","USD","-"
"HLT","HILTON WORLDWIDE HOLDINGS INC","Consumer Discretionary","Equity","429,117,501.28","0.11","429,117,501.28","2,574,808.00","166.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GM","GENERAL MOTORS","Consumer Discretionary","Equity","428,083,683.20","0.11","428,083,683.20","13,546,952.00","31.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TFC","TRUIST FINANCIAL CORP","Financials","Equity","421,369,656.12","0.11","421,369,656.12","13,114,524.00","32.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COF","CAPITAL ONE FINANCIAL CORP","Financials","Equity","413,624,051.40","0.11","413,624,051.40","3,755,780.00","110.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DLR","DIGITAL REALTY TRUST REIT INC","Real Estate","Equity","411,917,123.40","0.11","411,917,123.40","2,980,587.00","138.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MSCI","MSCI INC","Financials","Equity","409,995,827.12","0.11","409,995,827.12","778,616.00","526.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"F","FORD MOTOR CO","Consumer Discretionary","Equity","409,910,825.91","0.11","409,910,825.91","38,707,349.00","10.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KMB","KIMBERLY CLARK CORP","Consumer Staples","Equity","405,470,476.62","0.11","405,470,476.62","3,329,806.00","121.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EW","EDWARDS LIFESCIENCES CORP","Health Care","Equity","403,606,243.37","0.11","403,606,243.37","5,985,559.00","67.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TEL","TE CONNECTIVITY LTD","Information Technology","Equity","403,140,217.65","0.11","403,140,217.65","3,090,855.00","130.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PSA","PUBLIC STORAGE REIT","Real Estate","Equity","401,778,541.50","0.11","401,778,541.50","1,557,885.00","257.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AEP","AMERICAN ELECTRIC POWER INC","Utilities","Equity","401,792,025.77","0.11","401,792,025.77","5,072,171.00","79.22","United States","NASDAQ","USD","1.00","USD","-"
"NUE","NUCOR CORP","Materials","Equity","401,048,413.56","0.11","401,048,413.56","2,448,702.00","163.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MNST","MONSTER BEVERAGE CORP","Consumer Staples","Equity","400,631,536.91","0.11","400,631,536.91","7,322,821.00","54.71","United States","NASDAQ","USD","1.00","USD","-"
"TRV","TRAVELERS COMPANIES INC","Financials","Equity","400,002,282.24","0.11","400,002,282.24","2,254,296.00","177.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Communication","Equity","399,773,591.00","0.11","399,773,591.00","1,002,190.00","398.90","United States","NASDAQ","USD","1.00","USD","-"
"SPG","SIMON PROPERTY GROUP REIT INC","Real Estate","Equity","395,455,626.72","0.10","395,455,626.72","3,221,372.00","122.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OXY","OCCIDENTAL PETROLEUM CORP","Energy","Equity","394,127,986.77","0.10","394,127,986.77","6,532,869.00","60.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MET","METLIFE INC","Financials","Equity","392,832,209.76","0.10","392,832,209.76","6,219,636.00","63.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OKE","ONEOK INC","Energy","Equity","386,307,244.68","0.10","386,307,244.68","5,732,412.00","67.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADM","ARCHER DANIELS MIDLAND","Consumer Staples","Equity","386,327,998.94","0.10","386,327,998.94","5,278,426.00","73.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IQV","IQVIA HOLDINGS INC","Health Care","Equity","385,472,917.56","0.10","385,472,917.56","1,802,876.00","213.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"D","DOMINION ENERGY INC","Utilities","Equity","384,990,292.03","0.10","384,990,292.03","8,238,611.00","46.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PAYX","PAYCHEX INC","Industrials","Equity","382,736,110.80","0.10","382,736,110.80","3,159,192.00","121.15","United States","NASDAQ","USD","1.00","USD","-"
"CEG","CONSTELLATION ENERGY CORP","Utilities","Equity","381,803,547.36","0.10","381,803,547.36","3,166,392.00","120.58","United States","NASDAQ","USD","1.00","USD","-"
"IDXX","IDEXX LABORATORIES INC","Health Care","Equity","381,571,151.76","0.10","381,571,151.76","817,524.00","466.74","United States","NASDAQ","USD","1.00","USD","-"
"DHI","D R HORTON INC","Consumer Discretionary","Equity","381,509,954.28","0.10","381,509,954.28","2,997,878.00","127.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HES","HESS CORP","Energy","Equity","379,730,618.28","0.10","379,730,618.28","2,720,913.00","139.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STZ","CONSTELLATION BRANDS INC CLASS A","Consumer Staples","Equity","377,882,684.20","0.10","377,882,684.20","1,588,076.00","237.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXC","EXELON CORP","Utilities","Equity","376,177,505.99","0.10","376,177,505.99","9,798,841.00","38.39","United States","NASDAQ","USD","1.00","USD","-"
"CNC","CENTENE CORP","Health Care","Equity","375,748,402.96","0.10","375,748,402.96","5,331,277.00","70.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"O","REALTY INCOME REIT CORP","Real Estate","Equity","374,544,038.16","0.10","374,544,038.16","6,978,648.00","53.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"A","AGILENT TECHNOLOGIES INC","Health Care","Equity","371,047,030.80","0.10","371,047,030.80","2,908,120.00","127.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BK","BANK OF NEW YORK MELLON CORP","Financials","Equity","364,608,597.45","0.10","364,608,597.45","7,667,899.00","47.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GIS","GENERAL MILLS INC","Consumer Staples","Equity","360,615,226.73","0.10","360,615,226.73","5,761,547.00","62.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SYY","SYSCO CORP","Consumer Staples","Equity","356,619,925.35","0.09","356,619,925.35","4,973,085.00","71.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOW","DOW INC","Materials","Equity","355,313,702.85","0.09","355,313,702.85","6,922,145.00","51.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PCG","PG&E CORP","Utilities","Equity","353,524,822.77","0.09","353,524,822.77","20,589,681.00","17.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JCI","JOHNSON CONTROLS INTERNATIONAL PLC","Industrials","Equity","353,404,998.76","0.09","353,404,998.76","6,698,351.00","52.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMP","AMERIPRISE FINANCE INC","Financials","Equity","351,951,242.30","0.09","351,951,242.30","1,010,338.00","348.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LHX","L3HARRIS TECHNOLOGIES INC","Industrials","Equity","351,329,632.42","0.09","351,329,632.42","1,862,237.00","188.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALL","ALLSTATE CORP","Financials","Equity","348,938,642.67","0.09","348,938,642.67","2,575,383.00","135.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS COR","Information Technology","Equity","348,664,968.48","0.09","348,664,968.48","4,972,404.00","70.12","United States","NASDAQ","USD","1.00","USD","-"
"AME","AMETEK INC","Industrials","Equity","347,297,343.12","0.09","347,297,343.12","2,271,699.00","152.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"YUM","YUM BRANDS INC","Consumer Discretionary","Equity","346,288,216.08","0.09","346,288,216.08","2,758,829.00","125.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRU","PRUDENTIAL FINANCIAL INC","Financials","Equity","345,268,975.80","0.09","345,268,975.80","3,574,213.00","96.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FTNT","FORTINET INC","Information Technology","Equity","343,996,224.00","0.09","343,996,224.00","6,417,840.00","53.60","United States","NASDAQ","USD","1.00","USD","-"
"OTIS","OTIS WORLDWIDE CORP","Industrials","Equity","341,883,349.29","0.09","341,883,349.29","4,054,113.00","84.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KVUE","KENVUE INC","Consumer Staples","Equity","340,722,038.32","0.09","340,722,038.32","16,968,229.00","20.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRSK","VERISK ANALYTICS INC","Industrials","Equity","340,261,965.12","0.09","340,261,965.12","1,428,112.00","238.26","United States","NASDAQ","USD","1.00","USD","-"
"GWW","WW GRAINGER INC","Industrials","Equity","340,016,730.29","0.09","340,016,730.29","438,341.00","775.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
